time_ms,roll_raw,roll_filt,roll_cmd_dps,roll_err,pitch_raw,pitch_filt,pitch_cmd_dps,pitch_err,roll_mot_angle,roll_mot_speed,pitch_mot_angle,pitch_mot_speed
799.0,2.399,2.399,-10.0,-2.399,-6.058,-6.058,0.75,2.5,0.0,0.0,0.0,0.0
846.0,2.396,2.399,-10.0,-2.399,-6.052,-6.057,1.032,3.439,0.0,0.0,0.0,0.0
895.0,2.396,2.399,-10.0,-2.399,-6.052,-6.057,1.325,4.419,0.0,0.0,0.0,0.0
945.0,2.399,2.399,-10.0,-2.399,-6.058,-6.057,1.626,5.419,0.0,0.0,0.0,0.0
995.0,2.399,2.399,-10.0,-2.399,-6.058,-6.057,1.817,6.057,0.0,0.0,0.0,0.0
1045.0,2.393,2.398,-10.0,-2.398,-6.061,-6.057,1.817,6.057,0.0,0.0,0.0,0.0
1094.0,2.396,2.398,-10.0,-2.398,-6.067,-6.058,1.818,6.058,0.0,0.0,0.0,0.0
1144.0,2.399,2.398,-10.0,-2.398,-6.074,-6.06,1.818,6.06,0.0,0.0,0.0,0.0
1194.0,2.403,2.398,-10.0,-2.398,-6.08,-6.062,1.819,6.062,0.0,0.0,0.0,0.0
1244.0,2.412,2.4,-10.0,-2.4,-6.083,-6.064,1.82,6.064,0.0,0.0,0.0,0.0
1294.0,2.412,2.401,-10.0,-2.401,-6.083,-6.066,1.821,6.066,0.0,0.0,0.0,0.0
1343.0,2.409,2.402,-10.0,-2.402,-6.092,-6.068,1.822,6.068,0.0,0.0,0.0,0.0
1393.0,2.409,2.403,-10.0,-2.403,-6.092,-6.071,1.823,6.071,0.0,0.0,0.0,0.0
1443.0,2.403,2.403,-10.0,-2.403,-6.095,-6.073,1.824,6.073,0.0,0.0,0.0,0.0
1493.0,2.407,2.403,-10.0,-2.403,-6.101,-6.076,1.825,6.076,0.0,0.0,0.0,0.0
1543.0,2.4,2.403,-10.0,-2.403,-6.104,-6.079,1.826,6.079,0.0,0.0,0.0,0.0
1593.0,2.401,2.403,-10.0,-2.403,-6.105,-6.081,1.827,6.081,0.0,0.0,0.0,0.0
1642.0,2.4,2.402,-10.0,-2.402,-6.104,-6.084,1.828,6.084,0.0,0.0,0.0,0.0
1690.0,2.4,2.402,-10.0,-2.402,-6.104,-6.086,1.829,6.086,0.0,0.0,0.0,0.0
1738.0,2.401,2.402,-10.0,-2.402,-6.105,-6.088,1.829,6.088,0.0,0.0,0.0,0.0
1787.0,2.398,2.402,-10.0,-2.402,-6.114,-6.09,1.83,6.09,0.0,0.0,0.0,0.0
1837.0,2.397,2.401,-10.0,-2.401,-6.114,-6.093,1.831,6.093,0.0,0.0,0.0,0.0
1887.0,2.398,2.401,-10.0,-2.401,-6.114,-6.095,1.832,6.095,0.0,0.0,0.0,0.0
1936.0,2.404,2.401,-10.0,-2.401,-6.111,-6.096,1.832,6.096,0.0,0.0,0.0,0.0
1986.0,2.401,2.401,-10.0,-2.401,-6.12,-6.099,1.833,6.099,0.0,0.0,0.0,0.0
2039.0,2.401,2.401,-10.0,-2.401,-6.121,-6.101,1.833,6.101,0.0,0.0,0.0,0.0
2089.0,2.401,2.401,-10.0,-2.401,-6.121,-6.103,1.834,6.103,0.0,0.0,0.0,0.0
2138.0,2.401,2.401,-10.0,-2.401,-6.121,-6.105,1.835,6.105,0.0,0.0,0.0,0.0
2187.0,2.404,2.401,-10.0,-2.401,-6.127,-6.107,1.835,6.107,0.0,0.0,0.0,0.0
2237.0,2.404,2.401,-10.0,-2.401,-6.127,-6.109,1.836,6.109,0.0,0.0,0.0,0.0
2286.0,2.404,2.402,-10.0,-2.402,-6.127,-6.111,1.836,6.111,0.0,0.0,0.0,0.0
2336.0,2.404,2.402,-10.0,-2.402,-6.127,-6.112,1.837,6.112,0.0,0.0,0.0,0.0
2385.0,2.413,2.403,-10.0,-2.403,-6.13,-6.114,1.837,6.114,0.0,0.0,0.0,0.0
2435.0,2.413,2.404,-10.0,-2.404,-6.13,-6.116,1.838,6.116,0.0,0.0,0.0,0.0
2485.0,2.409,2.405,-10.0,-2.405,-6.123,-6.116,1.838,6.116,0.0,0.0,0.0,0.0
2535.0,2.41,2.405,-10.0,-2.405,-6.123,-6.117,1.838,6.117,0.0,0.0,0.0,0.0
2585.0,2.416,2.406,-10.0,-2.406,-6.12,-6.117,1.838,6.117,0.0,0.0,0.0,0.0
2635.0,2.416,2.407,-10.0,-2.407,-6.12,-6.118,1.838,6.118,0.0,0.0,0.0,0.0
2684.0,2.416,2.408,-10.0,-2.408,-6.12,-6.118,1.837,6.118,0.0,0.0,0.0,0.0
2734.0,2.406,2.408,-10.0,-2.408,-6.117,-6.118,1.837,6.118,0.0,0.0,0.0,0.0
2784.0,2.418,2.409,-10.0,-2.409,-6.111,-6.117,1.837,6.117,0.0,0.0,0.0,0.0
2833.0,2.413,2.409,-10.0,-2.409,-6.13,-6.118,1.837,6.118,0.0,0.0,0.0,0.0
2883.0,2.409,2.409,-10.0,-2.409,-6.123,-6.119,1.837,6.119,0.0,0.0,0.0,0.0
2933.0,2.413,2.41,-10.0,-2.41,-6.146,-6.122,1.838,6.122,0.0,0.0,0.0,0.0
2983.0,2.416,2.41,-10.0,-2.41,-6.136,-6.123,1.839,6.123,0.0,0.0,0.0,0.0
3033.0,2.419,2.411,-10.0,-2.411,-6.142,-6.125,1.839,6.125,0.0,0.0,0.0,0.0
3080.0,2.413,2.411,-10.0,-2.411,-6.146,-6.127,1.84,6.127,0.0,0.0,0.0,0.0
3128.0,2.419,2.412,-10.0,-2.412,-6.142,-6.129,1.841,6.129,0.0,0.0,0.0,0.0
3178.0,2.419,2.413,-10.0,-2.413,-6.142,-6.13,1.841,6.13,0.0,0.0,0.0,0.0
3227.0,2.416,2.413,-10.0,-2.413,-6.136,-6.131,1.841,6.131,0.0,0.0,0.0,0.0
3277.0,2.416,2.413,-10.0,-2.413,-6.136,-6.131,1.841,6.131,0.0,0.0,0.0,0.0
3327.0,2.409,2.413,-10.0,-2.413,-6.139,-6.132,1.841,6.132,0.0,0.0,0.0,0.0
